PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
NOT GOING QUIETLY ,Nicholas Bruckman,DOCSMX 2021 , Estados Unidos,60,1,Adultos,2021,Octubre,Foro
THE OTHER SIDE OF THE RIVER ,"Antonia Kilian, Alemania",DOCSMX 2021 ,Finlandia,38,1,Adultos,2021,Octubre,Foro
MUNCA MÁS SERÉ LA MISMA,Alice Lanar,DOCSMX 2021 ,Brasil,106,1,Adultos,2021,Octubre,Foro
FLY SO FAR,Celina Escher,DOCSMX 2021 ," El Salvador, Suecia",0,S/F,Adultos,2021,Octubre,Foro
UN MÉXICO PERRO. EL HÉROE VERDADERO ,"Rafael Aparicio, Andrés Klimek",DOCSMX 2021 ,"México, Estados Unidos,",56,1,Adultos,2021,Octubre,Foro
ZINDER,Aicha Macky,DOCSMX 2021 ,"Alemania, Francia, Níger",66,1,Adultos,2021,Octubre,Foro
TÚ NO ERES UN SOLDADO,Maria Carolina Telles,DOCSMX 2021 ,Brasil,90,1,Adultos,2021,Octubre,Foro
PRESIDENT,Camilla Nielsson ,DOCSMX 2021 ,"Estados Unidos, Noruega",50,1,Adultos,2021,Octubre,Foro
PROGRAMA 2,,CORTOS CCC,,21,1,Adultos,2021,Octubre,Foro
NOCHE MEXICANA/ FILMACIÓN DE LA PELÍCULA LA ROSA BLANCA/ RENOVACIÓN DE LOS OBJETOS RITUALES DE LA MONTAÑA/ COLETTE LILLY JUGANDO CON NIÑOS/ LOS ESPERA NUESTRA DULCERÍA/ HERMANOS RODRÍGUEZ PRESENTA/ VISITA DE CLARK GABLE A MÉXICO/ FESTIVAL DE LOS ARTISTAS/ EL ÚLTIMO SUEÑO/ LOS SUCESOS DE JOSÉ DE LEÓN TORAL Y EL ASESINATO DEL GRAL. ÁLVARO OBREGÓN,Varios ,Día Mundial del Patrimonio Audiovisual,Varios,52,1,Adultos,2021,Octubre,Foro
PROGRAMA 4,,CORTOS CCC,,0,S/F,Adultos,2021,Octubre,Foro
VIVIR SU VIDA,Jean-Luc Godard,CC,Francia,33,3,Adultos,2021,Octubre,Foro
La Matatena 2021: Programa 15,Varios,26 Festival Internacional de Cine para Niños,Varios,51,1,Niños,2021,Noviembre,Sala
¿Qué les pasó a las abejas /Dos cactus /Homenaj,Adriana Otero y Robin Canul,XVII Muestra Internacional de Mujeres,México,39,1,Adultos,2021,Noviembre,Sala
¿Qué les pasó a las abejas?,Adriana Otero y Robin Canul,CC,México,141,100,Adultos,2021,Noviembre,Sala
¡Ánimo juventud!,Carlos Armella,CC,México,606,26,Adultos,2021,Noviembre, Sala / Virtual
499,Rodrigo Reyes,Estrenos,México-Estados Unidos,336,6,Adultos,2021,Noviembre,Sala
Adam,María Sólrún,CC,Alemania- Islandia-Estados Unidos-México,199,72,Adultos,2021,Noviembre,Sala
Al final bailamos,Levan Akin,CC,Suecia-Georgia-Francia,1705,21,Adultos,2021,Noviembre,Sala
Algo con una mujer/Viral,"Luján Loioco, Mariano Turek |",XVII Muestra Internacional de Mujeres,Argentina,88,1,Adultos,2021,Noviembre,Sala
Alguien en algún lugar,Cédric Klapisch,CC,Francia,544,111,Adultos,2021,Noviembre,Virtual / Foro
Algunas bestias,Jorge Riquelme Serrano,70 Muestra Internacional de Cine,Chile,815,12,Adultos,2021,Noviembre,Sala
Amparo Ochoa se me reventó el barzón,Modesto López,CC,México,753,44,Adultos,2021,Noviembre,Sala
Annette,Léos Carax,Estrenos,Francia-Bélgica-Alemania-Japón-México-Suiza-Estados Unidos,5005,43,Adultos,2021,Noviembre,Sala
Berlín Alexanderplatz,Burhan Qurbani,20° Semana de Cine Alemán,"Alemania, Holanda, Francia, Canadá",155,2,Adultos,2021,Noviembre,Sala
Blanco de verano,Rodrigo Ruiz Patterson,Estrenos,México,449,12,Adultos,2021,Noviembre,Sala
Canción de invierno,Silvana Lázaro,XVII Muestra Internacional de Mujeres,México,53,1,Adultos,2021,Noviembre,Sala
Canela /05.03/ La frontera,Cecilia Del Valle,XVII Muestra Internacional de Mujeres,Argentina,20,1,Adultos,2021,Noviembre,Sala
Cholitas,"Jaime Murciego, Pablo Iraburu",CC,España-Japón-Chile-Bolivia,1109,37,Adultos,2021,Noviembre,Sala
Chupasangre. Una comedia marxista de vampiros,Julian Radlmaier,20° Semana de Cine Alemán,Alemania,226,1,Adultos,2021,Noviembre,Sala
Clases de historia,Marcelino Islas Hernández,CC,México,241,80,Adultos,2021,Noviembre,Sala / Virtual
Copiloto,Dir. Anne Zohra Berrached,20° Semana de Cine Alemán,"Alemania, Francia",3,1,Adultos,2021,Noviembre,Sala
Corazón de mezquite,Ana Laura Calderón,CC,México,844,38,Adultos,2021,Noviembre,Sala
Corazón silencioso,Bille August,CC,Dinamarca,88,6,Adultos,2021,Noviembre,Sala
"Crash, extraños placeres",David Cronenberg,CC,Canadá,578,14,Adultos,2021,Noviembre,Sala
Días de invierno,Jaiziel Hernández Máynez,CC,México,402,30,Adultos,2021,Noviembre,Sala
Dulces tentaciones,Oscar Blancarte,Funciones especiales,México,10,1,Adultos,2021,Noviembre,Sala
Duna,Denis Villeneuve,CC,Estados Unidos-Canadá,6813,45,Adultos,2021,Noviembre,Sala
Ecocidio,Andres Veiel,20° Semana de Cine Alemán,Alemania,65,1,Adultos,2021,Noviembre,Sala
El acusado y el espía,Roman Polanski,CC,Francia-Italia,74,120,Adultos,2021,Noviembre,Sala
El beso en el asfalto,Murilo Benício,CC,Brasil,651,38,Adultos,2021,Noviembre,Sala
El camino de sol,Claudia Sainte-Luce,Estrenos,México,260,8,Adultos,2021,Noviembre,Sala
El despertar de Nora,Leonie Krippendorff,CC,Alemania,90,100,Adultos,2021,Noviembre,Sala
El espejo,Andrei Tarkovski,70 Muestra Internacional de Cine,Unión Soviética,1660,12,Adultos,2021,Noviembre,Sala
El gran cuento de los osos,Lorenzo Mattotti,CC,Francia-Italia,64,104,Niños,2021,Noviembre,Virtual
El gran cuento de los osos DOB,Lorenzo Mattotti,CC,Francia-Italia,6,16,Niños,2021,Noviembre,Virtual
El guante dorado,Fatih Akin,20° Semana de Cine Alemán,Alemania-Francia,259,2,Adultos,2021,Noviembre,Sala
El hombre que vendió su piel,Kaouther Ben Hania.,70 Muestra Internacional de Cine,Francia-Túnez-Bélgica-Alemania-Suecia,1250,12,Adultos,2021,Noviembre,Sala
El imperio de los sentidos,Nagisa Oshima,CC,Francia-Japón,321,76,Adultos,2021,Noviembre,Virtual
El lado salvaje/No hay Einstein con falda/Danza,Mariana Paredes Pelaez,XVII Muestra Internacional de Mujeres,México,73,1,Adultos,2021,Noviembre,Sala
El otro Tom,Rodrigo Plá y Laura Santullo,70 Muestra Internacional de Cine,México-Estados Unidos,516,12,Adultos,2021,Noviembre,Sala
El padre,Florian Zeller,CC,Reino Unido-Francia,11,16,Adultos,2021,Noviembre,Sala
El planeta salvaje,René Laloux,CC,Francia-Checoslovaquia,130,120,Adultos,2021,Noviembre,Sala
El poder del perro,Jane Campion,Estrenos,Estados Unidos-Reino Unido-Australia-Canadá-Nueva Zelanda,744,12,Adultos,2021,Noviembre,Sala
El señor Bachmann y su salón,Maria Speth,20° Semana de Cine Alemán,Alemania,137,2,Adultos,2021,Noviembre,Sala
El testamento del Dr. Mabuse,Fritz Lang,20° Semana de Cine Alemán,Alemania,79,1,Adultos,2021,Noviembre,Sala
Ensiriados,Philippe Van Leeuw,CC,Bélgica-Francia,43,4,Adultos,2021,Noviembre,Sala
Esther sin h/Lupita que retiemble la tierra/Teje,Alejandra Islas,XVII Muestra Internacional de Mujeres,México,63,1,Adultos,2021,Noviembre,Sala
Felicidad,Henrika Kull,20° Semana de Cine Alemán,Alemania,58,1,Adultos,2021,Noviembre,Sala
Feral,Andrés Kaiser,CC,México,183,75,Adultos,2021,Noviembre,Sala /Foro
Festival del Cineminuto UAM Cuajimalpa,Varios,Relaciones Públicas (Eventos),México,190,1,Adultos,2021,Noviembre,Sala
Fue golpe/Tina,María Fernanda Rada,XVII Muestra Internacional de Mujeres,Bolivia - México 2021,33,1,Adultos,2021,Noviembre,Sala
Fuego adentro,Jesús Mario Lozano,CC,México,569,30,Adultos,2021,Noviembre,Sala
Gente en domingo,"Robert Siodmak, Edgar G. Ulmer, Curt Siodmak y Fred Zinnemann",20° Semana de Cine Alemán,Alemania,40,1,Adultos,2021,Noviembre,Sala
Identidad tomada,Gabriel Retes,CC,México,561,29,Adultos,2021,Noviembre,Sala
Inauguración La Matatena 2021,Varios,26 Festival Internacional de Cine para Niños,,358,2,Niños,2021,Noviembre,Sala
Jirafa,Anna Sofie Hartmann,20° Semana de Cine Alemán,"Alemania, Dinamarca",132,3,Adultos,2021,Noviembre,Sala
Juana de Arco,Bruno Dumont,CC,Francia,195,11,Adultos,2021,Noviembre,Sala
Jugando al amor,Max Ophüls,20° Semana de Cine Alemán,Alemania,81,1,Adultos,2021,Noviembre,Sala
Kuhle Wampe o ¿quién es dueño del mundo?,Slatan Dudow,20° Semana de Cine Alemán,Alemania,32,1,Adultos,2021,Noviembre,Sala
La crónica francesa,Wes Anderson,Estrenos,Estados Unidos-Reino Unido-Francia-Alemania,7663,39,Adultos,2021,Noviembre,Sala
La frontera infinita,Juan Manuel Sepúlveda Martínez,Retrospectiva Juan Manuel Sepúlveda,México,23,1,Adultos,2021,Noviembre,Sala
La gran libertad,Sebastian Meise,70 Muestra Internacional de Cine,Austria-Alemania,760,12,Adultos,2021,Noviembre,Sala
La habitación 212,Christophe Honoré,70 Muestra Internacional de Cine,Francia-Luxemburgo-Bélgica,1011,12,Adultos,2021,Noviembre,Sala
La llorona,Jayro Bustamante,CC,Guatemala-Francia,5,16,Adultos,2021,Noviembre,Sala
La luz del alba,Xavier Robles,CC,México,341,30,Adultos,2021,Noviembre,Sala
La maldad no existe,Mohammad Rasoulo,70 Muestra Internacional de Cine,Irán-Alemania-República Checa,565,12,Adultos,2021,Noviembre,Sala
La mami /Obachan/Se llama Flor,Laura Herrero Garvín,XVII Muestra Internacional de Mujeres,México-España,6,1,Adultos,2021,Noviembre,Sala
La Matatena 2021: Programa 11,Varios,26 Festival Internacional de Cine para Niños,Varios,51,1,Niños,2021,Noviembre,Sala
La Matatena 2021: Programa 12,Varios,26 Festival Internacional de Cine para Niños,Varios,24,1,Niños,2021,Noviembre,Sala
La Matatena 2021: Programa 13,Varios,26 Festival Internacional de Cine para Niños,Varios,24,1,Niños,2021,Noviembre,Sala
La Matatena 2021: Programa 14,Varios,26 Festival Internacional de Cine para Niños,Varios,63,1,Niños,2021,Noviembre,Sala
La Matatena 2021: Programa 16,Varios,26 Festival Internacional de Cine para Niños,Varios,36,1,Niños,2021,Noviembre,Sala
La Matatena 2021: Programa 17,Varios,26 Festival Internacional de Cine para Niños,Varios,31,1,Niños,2021,Noviembre,Sala
La noche de los reyes,Philippe Lacôtec,CC,Francia-Costa de Marfil-Canadá-Senegal,413,28,Adultos,2021,Noviembre,Sala
La ópera de los tres centavos,Georg Wilhelm Pabst,20° Semana de Cine Alemán,Alemania,116,1,Adultos,2021,Noviembre,Sala
La profesora de piano,Jan-Ole Gerster,20° Semana de Cine Alemán,Alemania,208,3,Adultos,2021,Noviembre,Sala
La puerta de a lado,Daniel Brühl,20° Semana de Cine Alemán,Alemania,25,1,Adultos,2021,Noviembre,Sala
La sombra del caudillo,Julio Bracho,70 Muestra Internacional de Cine,México,520,12,Adultos,2021,Noviembre,Sala
La tragedia de la mina,S/D,20° Semana de Cine Alemán,S/D,30,1,Adultos,2021,Noviembre,Sala
La virgen de agosto,Jonás Trueba,CC,España,55,6,Adultos,2021,Noviembre,Sala / Foro
La voz humana,Pedro Almodóvar,CC,España,375,52,Adultos,2021,Noviembre,Sala / Virtual
Las golondrinas de Kabul,Zabou Breitman y Éléa Gobbé-Mévellec. Dir. de animación: Nils Robin y Nicolas Debray,70 Muestra Internacional de Cine,Francia-Luxemburgo-Suiza-Mónaco,745,12,Adultos,2021,Noviembre,Sala
Lazos de familia,Ken Loach,CC,Reino Unido-Francia-Bélgica,1446,49,Adultos,2021,Noviembre,Sala
Los conductos,Camilo Restrepo,Estrenos,Colombia-Francia-Brasil,488,26,Adultos,2021,Noviembre,Sala
Los guardianes del maíz,Gustavo Vázquez,Suncine,México,50,1,Adultos,2021,Noviembre,Sala
Los iluminados,Sarah Suco,CC,Francia,271,31,Adultos,2021,Noviembre,Sala / Virtual
Los inútiles,Federico Fellini,CC,Italia-Francia,443,10,Adultos,2021,Noviembre,Sala
Lune / La casa de la memoria,Aviva Armour-Ostroff y Arturo Pérez Torres,XVII Muestra Internacional de Mujeres,México,25,1,Adultos,2021,Noviembre,Sala
M,Fritz Lang,20° Semana de Cine Alemán,Alemania,122,1,Adultos,2021,Noviembre,Sala
Maricarmen,Sergio Morkin,Estrenos,México,498,24,Adultos,2021,Noviembre,Sala
Memoria,Apichatpong Weerasethakul,70 Muestra Internacional de Cine,México-Colombia-Reino Unido-Francia-Alemania-Tailandia,1476,12,Adultos,2021,Noviembre,Sala
Mi mejor amigo,Ferit Karahan,70 Muestra Internacional de Cine,Turquía-Rumania,563,12,Adultos,2021,Noviembre,Sala
Monstruos,Marius Olteanu,CC,Rumania,1188,28,Adultos,2021,Noviembre,Sala
"Negra/Al final, el mar/Lily",Medhin Tewolde Serrano,XVII Muestra Internacional de Mujeres,México,57,1,Adultos,2021,Noviembre,Sala
Neubau,Johannes Maria Schmit,20° Semana de Cine Alemán,Alemania,37,1,Adultos,2021,Noviembre,Sala
Noche de fuego,Tatiana Huezo,CC,"México, -Alemania, -Brasil- Catar",463,10,Adultos,2021,Noviembre,Sala
Noche de fuego/ Asoleadas /Cuerpo pandemia,Varios,XVII Muestra Internacional de Mujeres,"Norma Pablo, Mayra Batalla, Olivia Lagunas",74,1,Adultos,2021,Noviembre,Sala
Observar las aves/Igual/diferente/ambas/A la par,Andrea Martínez Crowther,XVII Muestra Internacional de Mujeres,México,32,1,Adultos,2021,Noviembre,Sala
Oscuro animal,Felipe Guerrero,Estrenos,Colombia-Argentina-Países Bajos-Alemania-Grecia,149,5,Adultos,2021,Noviembre,Sala
Papicha: niña hermosa,Mounia Meddour,Estrenos,Argelia-Francia-Bélgica-Catar,1153,26,Adultos,2021,Noviembre,Sala
Primavera en París,Suzanne Lindon,70 Muestra Internacional de Cine,Francia,781,12,Adultos,2021,Noviembre,Sala
Programa 1: Bishwa,Nila Madhab Panda,26 Festival Internacional de Cine para Niños,India,20,1,Niños,2021,Noviembre,Sala
Programa 2: Corazón de mezquite,Ana Laura Calderón,26 Festival Internacional de Cine para Niños,México,48,1,Niños,2021,Noviembre,Sala
Programa 3: Jackie Oopjen,Annemarie van de Mond,26 Festival Internacional de Cine para Niños,Países Bajos,28,1,Niños,2021,Noviembre,Sala
Programa 4: Jim Button y los 12 salvajes,Dennis Gansel,26 Festival Internacional de Cine para Niños,Alemania,124,1,Niños,2021,Noviembre,Sala
Programa 5: HERMANAS EL VERANO QUE ENCONTRAMOS,Silje Salomonsen y Arild Ostin Ommundsen,26 Festival Internacional de Cine para Niños,Noruega,104,1,Niños,2021,Noviembre,Sala
Programa 6: La estrella del mono,Linda Hamback,26 Festival Internacional de Cine para Niños,Suecia,45,1,Niños,2021,Noviembre,Sala
Programa 7: Los lobos,Samuel Kishi Leopo,26 Festival Internacional de Cine para Niños,México,15,1,Niños,2021,Noviembre,Sala
Programa 8: El universo de Clarita,Tomás Lipgot,26 Festival Internacional de Cine para Niños,Argentina,42,1,Niños,2021,Noviembre,Sala
Programa 9: SIHJA EL HADA REBELDE,Marja Pyykkö,26 Festival Internacional de Cine para Niños,Finlandia / Noruega / Países Bajos,50,1,Niños,2021,Noviembre,Sala
Queridos vecinos,Fabio y Damiano D'Innocenzo,70 Muestra Internacional de Cine,Italia-Suiza,596,12,Adultos,2021,Noviembre,Sala
Quiénes éramos,Marc Bauder,20° Semana de Cine Alemán,Alemania,5,2,Adultos,2021,Noviembre,Sala
Retrospectiva Checa,Varios,26 Festival Internacional de Cine para Niños,S/D,68,1,Niños,2021,Noviembre,Sala
Río negro/Conciencia líquida/Mazunte,Eva Bodenstedt y Saudhi Batalla,XVII Muestra Internacional de Mujeres,México,40,1,Adultos,2021,Noviembre,Sala
Ruta de escape de Marsella,"Ingemo Engström, Gerhard Theuring",20° Semana de Cine Alemán,"Alemania, Francia",27,1,Adultos,2021,Noviembre,Sala
Schlingensief. Una voz que sacudió el silencio,,20° Semana de Cine Alemán,,71,2,Adultos,2021,Noviembre,Sala
Silencio Radio/La entrevista/No callarán nuestra,Juliana Fanjul,XVII Muestra Internacional de Mujeres,México - Suiza,20,1,Adultos,2021,Noviembre,Sala
Sin rencores,Faraz Shariat,20° Semana de Cine Alemán,Alemania,126,2,Adultos,2021,Noviembre,Sala
Solo una mujer,Sherry Hormann,20° Semana de Cine Alemán,Alemania,5,2,Adultos,2021,Noviembre,Sala
Tardes en el Diván,Manele Labidi,CC,Francia-Túnez,591,28,Adultos,2021,Noviembre,Sala
The Nowhere Inn: la identidad es una obra de arte,Bill Benz,CC,Estados Unidos,99,3,Adultos,2021,Noviembre,Foro
Tres días y una vida,Nicolas Boukhrief,CC,Francia,337,60,Adultos,2021,Noviembre,Sala / Virtual
Un amor memorable,Harry Macqueen,CC,Reino Unido,31,44,Adultos,2021,Noviembre,Sala
Un hijo,Mehdi M. Barsaoui,70 Muestra Internacional de Cine,Túnez-Francia-Líbano-Catar,403,12,Adultos,2021,Noviembre,Sala
Una banda de chicas,Marilina Giménez,CC,Argentina,441,30,Adultos,2021,Noviembre,Sala
Una educación parisina,Jean Paul Civeyrac,CC,Francia,566,29,Adultos,2021,Noviembre,Sala
Una isla en un continente,Juan Pablo Miquirray,CC,México,269,29,Adultos,2021,Noviembre,Sala
Una película de policías,Alonso Ruizpalacios,CC,México,1849,32,Adultos,2021,Noviembre,Sala
Vivir su vida,Jean-Luc Godard,CC,Francia,14,44,Adultos,2021,Noviembre,Sala
Volverte a ver/ Llueve,Carolina Corral Paredes,XVII Muestra Internacional de Mujeres,México,14,1,Adultos,2021,Noviembre,Sala
Walchensee forever,Janna Ji Wonders,20° Semana de Cine Alemán,Almania ,53,2,Adultos,2021,Noviembre,Sala
Programa 5,Varios,Cortos CCC,Varios,35,1,Adultos,2021,Noviembre,Foro
Programa 6,Varios,Cortos CCC,Varios,36,1,Adultos,2021,Noviembre,Foro
Programa 7,Varios,Cortos CCC,Varios,22,1,Adultos,2021,Noviembre,Foro
Programa 8,Varios,Cortos CCC,Varios,30,1,Adultos,2021,Noviembre,Foro
El Gran Salto ,Jorge Porras Gamboa ,CC,México,30,1,Adultos,2021,Noviembre,Foro
Maija Awi,"Pepe Mogt, Ernesto Aello y Carlos Leyva, ",Cortos CCC,México,11,1,Adultos,2021,Noviembre,Foro
¡SILENCIO! AQUÍ MUERE LOTHAR,Hermine Huntgeburth ,CC,Alemania,79,1,Adultos,2021,Noviembre,Foro
Programa 9,Varios,Cortos CCC,Varios,16,1,Adultos,2021,Noviembre,Foro
Programa 10,Varios,Cortos CCC,Varios,15,1,Adultos,2021,Noviembre,Foro
Programa 11,Varios,Cortos CCC,Varios,27,1,Adultos,2021,Noviembre,Foro
NEGRA MEDHIN, Tewolde Serran,Ciclo INMUJERES,México,38,1,Adultos,2021,Noviembre,Foro
LAS HERMANAS ALEMANAS ,Margarethe von Trotta ,Ciclo INMUJERES,Alemania,36,1,Adultos,2021,Noviembre,Foro
NOCHE DE FUEGO ,Tatiana HuezO,Ciclo INMUJERES, México,43,1,Adultos,2021,Noviembre,Foro
LA FIERA Y LA FIESTA ,Laura Amelia Guzmán,Ciclo INMUJERES,"República Dominicana, Argentina, México",32,1,Adultos,2021,Noviembre,Foro
¡Ánimo juventud!,Carlos Armella,CC,México,114,76,Adultos ,2021,Diciembre,Virtual
¡Átame!,Pedro Almodóvar,Los favoritos de la Muestra,España,233,2,Adultos ,2021,Diciembre,Sala
¡Qué extraño llamarse Federico!,Ettore Scola,Los favoritos de la Muestra,Italia,93,2,Adultos ,2021,Diciembre,Sala
¡Quédate quieta!,Elisa Mishto,Estrenos,Alemania,1631,33,Adultos ,2021,Diciembre,Sala
499,Rodrigo Reyes,CC,México-Estados Unidos,1167,35,Adultos ,2021,Diciembre,Sala
8.5,Federico Fellini,Los favoritos de la Muestra,Italia-Francia,61,1,Adultos ,2021,Diciembre,Sala
Adiós a la memoria,Nicolás Prividera,Estrenos,Argentina,319,10,Adultos ,2021,Diciembre,Sala
Al final bailamos,Levan Akin,CC,Suecia-Georgia-Francia,225,76,Adultos ,2021,Diciembre,Sala / Virtual
Alguien en algún lugar,Cédric Klapisch,CC,Francia,236,97,Adultos ,2021,Diciembre,Virtual
"Amar, beber y cantar",Alain Resnais,Los favoritos de la Muestra,Francia,105,2,Adultos ,2021,Diciembre,Sala
Amparo Ochoa se me reventó el barzón,Modesto López,CC,México,62,4,Adultos ,2021,Diciembre,Sala / Foro
Annette,Léos Carax,CC,Francia-Bélgica-Alemania-Japón-México-Suiza-Estados Unidos,3592,43,Adultos ,2021,Diciembre,Sala
Annie Hall,Woody Allen,Los favoritos de la Muestra,Estados Unidos,197,2,Adultos ,2021,Diciembre,Sala
Blanco de verano,Rodrigo Ruiz Patterson,CC,México,746,41,Adultos ,2021,Diciembre,Sala
Camazotz,Raúl Dorantes,Semana de Cine Migrante,Estados Unidos,15,1,Adultos ,2021,Diciembre,Sala
Cautiva,Atom Egoyan,Los favoritos de la Muestra,Canadá,89,2,Adultos ,2021,Diciembre,Sala
Cholitas,"Jaime Murciego, Pablo Iraburu",CC,España-Japón-Chile-Bolivia,124,13,Adultos ,2021,Diciembre,Sala
Clases de historia,Marcelino Islas Hernández,CC,México,62,92,Adultos ,2021,Diciembre,Virtual
Corazón de mezquite,Ana Laura Calderón,CC / Matinée Infantil,México,232,137,Niños,2021,Diciembre,Sala / Virtual
Cría cuervos,Carlos Saura,Los favoritos de la Muestra,España,64,1,Adultos ,2021,Diciembre,Sala
Cuaco,Colectivo El Pozo,Semana de Cine Migrante,Estados Unidos,16,1,Adultos ,2021,Diciembre,Sala
De risas y llantos,Varios Equipos,Lo mejor del 48HFP, ,152,1,Adultos ,2021,Diciembre,Sala
Depredadores,Pietro Castellitto.,Semana de Cine Italiano,Italia,120,2,Adultos ,2021,Diciembre,Sala
Días de invierno,Jaiziel Hernández Máynez,CC,México,98,69,Adultos ,2021,Diciembre,Sala / Virtual
Duna,Denis Villeneuve,CC,Estados Unidos-Canadá,2477,27,Adultos ,2021,Diciembre,
El acusado y el espía,Roman Polanski,CC,Francia-Italia,16,36,Adultos ,2021,Diciembre,Virtual
El amanecer de un siglo,István Szabó,Los favoritos de la Muestra,Hungría-Austria-Canadá-Alemania-Francia-Reino Unido-Estados Unidos,89,2,Adultos ,2021,Diciembre,Sala
El camino de sol,Claudia Sainte-Luce,CC,México,884,37,Adultos ,2021,Diciembre,Sala
El campeón,Leonardo D’Agostini,Semana de Cine Italiano,Italia,49,3,Adultos ,2021,Diciembre,Sala
El diablo entre las piernas,Arturo Ripstein,Los favoritos de la Muestra,México-España,91,2,Adultos ,2021,Diciembre,Sala
El gran cuento de los osos,Lorenzo Mattotti,Matinée Infantil,Francia-Italia,6,8,Niños,2021,Diciembre,Virtual
El imperio de los sentidos,Nagisa Oshima,CC,Francia-Japón,59,60,Adultos ,2021,Diciembre,Virtual
El joven Ahmed,Jean-Pierre y Luc Dardenne.,Los favoritos de la Muestra,Bélgica-Francia,69,2,Adultos ,2021,Diciembre,Sala
El lugar sin límites,Arturo Ripstein,Los favoritos de la Muestra,México,158,2,Adultos ,2021,Diciembre,Sala
El planeta salvaje,René Laloux,CC,Francia-Checoslovaquia,11,8,Adultos ,2021,Diciembre,Virtual
El poder del perro,Jane Campion,CC,Estados Unidos-Reino Unido-Australia-Canadá-Nueva Zelanda,1030,26,Adultos ,2021,Diciembre,Sala
"Elisa, vida mía",Carlos Saura,Los favoritos de la Muestra,España,30,1,Adultos ,2021,Diciembre,Sala
Ensayo de un crimen,Luis Buñuel,CC,México,19,39,Adultos ,2021,Diciembre,Virtual
Fandango at the Wall,Varda Bar-Kar,Semana de Cine Migrante,Estados Unidos,39,1,Adultos ,2021,Diciembre,Sala
Fargo: secuestro voluntario,"Joel Coen, Ethan Coen.",Los favoritos de la Muestra,Estados Unidos,251,2,Adultos ,2021,Diciembre,Sala
Fue la mano de Dios,Paolo Sorrentino,Estrenos,Italia,1588,25,Adultos ,2021,Diciembre,Sala
Fuego adentro,Jesús Mario Lozano,CC,México,147,40,Adultos ,2021,Diciembre,Sala / Virtual
Gebo y la sombra,Manoel de Oliveira,Los favoritos de la Muestra,Portugal-Francia,83,2,Adultos ,2021,Diciembre,Sala
Giula y nosotros,Edoardo Leo,Semana de Cine Italiano,Italia,69,2,Adultos ,2021,Diciembre,Sala
Gloria in te domine,Ana Torres,Semana de Cine Migrante,México-Estados Unido,14,1,Adultos ,2021,Diciembre,Sala
Hermanas con transistores,Lisa Rovner,Estrenos,Reino Unido-Francia-Estados Unidos,838,26,Adultos ,2021,Diciembre,Sala
Identidad tomada,Gabriel Retes,CC,México,27,2,Adultos ,2021,Diciembre,Sala
La aldea de las vacas nadadoras,Katarzyna Trzaska,CC,Polonia,25,4,Adultos ,2021,Diciembre,Virtual
La balada del Oppenheimer Park,Juan Manuel Sepúlveda,Retrospectiva Juan Manuel Sepúlveda,México,14,1,Adultos ,2021,Diciembre,Sala
La crónica francesa,Wes Anderson,CC,Estados Unidos-Reino Unido-Francia-Alemania,10960,61,Adultos ,2021,Diciembre,Sala
La dulce vida,Federico Fellini,Los favoritos de la Muestra,Italia-Francia,58,1,Adultos ,2021,Diciembre,Sala
La luz del alba,Xavier Robles,CC,México,88,9,Adultos ,2021,Diciembre,Sala
La noche de los reyes,Philippe Lacôtec,CC,Francia-Costa de Marfil-Canadá-Senegal,26,2,Adultos ,2021,Diciembre,Sala
La pasión según Berenice,Jaime Humberto Hermosillo,Los favoritos de la Muestra,México,36,2,Adultos ,2021,Diciembre,Sala
La sombra del caudillo,Julio Bracho,Estrenos,México,217,11,Adultos ,2021,Diciembre,Sala
La sombra del desierto (o el paraíso perdido),Juan Manuel Sepúlveda,Estrenos / Retrospectiva Juan Manuel Sepúlveda,México,435,37,Adultos ,2021,Diciembre,Sala
La vida suspendida de Harley Prosper/El pueblo de,Juan Manuel Sepúlveda,Retrospectiva Juan Manuel Sepúlveda,México,11,1,Adultos ,2021,Diciembre,Sala
La voz humana,Pedro Almodóvar,CC,España,60,64,Adultos ,2021,Diciembre,Virtual
Las cruces,"Teresa Arredondo, Carlos Vásquez Méndez",Estrenos,Chile,81,5,Adultos ,2021,Diciembre,Sala 
